link_id,a,b,aadt,length,speed,ftype,lanes,capacity
8281_8279,8281,8279,0,0.0745,15.6464,3,1,894
8281_8283,8281,8283,0,0.03567,15.6464,3,1,894
8282_7877,8282,7877,4281.8,0.10527,11.62304,5,1,525
8282_8739,8282,8739,1045.2,0.05893,11.62304,5,1,525
8283_8281,8283,8281,0,0.03567,15.6464,3,1,894
8283_8285,8283,8285,0,0.28328,15.6464,3,1,894
8284_5549,8284,5549,4885.7,0.60502,14.30528,5,1,551.25
8284_8288,8284,8288,5648.1,0.51762,14.30528,5,1,551.25
8284_9173,8284,9173,959.3,0.40865,11.62304,5,1,525
8285_8283,8285,8283,0,0.28328,15.6464,3,1,894
8288_8284,8288,8284,5765.2,0.51762,14.30528,5,1,551.25
8288_11407,8288,11407,752.9,0.8044,14.30528,5,1,551.25
8289_7114,8289,7114,1693.4,0.12613,16.98752,4,1,785.4
8289_7127,8289,7127,1693.2,0.17554,16.98752,4,1,785.4
8294_7105,8294,7105,2559.9,0.18824,16.98752,4,1,785.4
8294_8295,8294,8295,2646.1,0.09771,15.19936,4,1,748
8295_8294,8295,8294,2559.9,0.09771,15.19936,4,1,748
8295_8702,8295,8702,2646.1,0.10992,16.98752,4,1,785.4
8296_7403,8296,7403,1825.1,0.06789,15.19936,4,1,748
8296_8297,8296,8297,1846.1,0.17357,15.19936,4,1,748
8297_7401,8297,7401,2035.4,0.14693,15.19936,4,1,748
8297_8296,8297,8296,1825.1,0.17357,15.19936,4,1,748
8298_8758,8298,8758,13420.8,0.21881,15.6464,3,2,1716
8298_9974,8298,9974,4659.5,0.19028,15.19936,4,1,748
8298_11778,8298,11778,14986.6,0.15899,15.6464,3,2,1716
8299_13160,8299,13160,7559.6,0.13504,21.45792,2,2,1950.9
8299_13163,8299,13163,7196.7,0.08925,21.45792,2,2,1950.9
8300_8302,8300,8302,6160.5,0.09194,12.51712,4,1,710.6
8300_10972,8300,10972,6150,0.2477,12.51712,4,1,710.6
8301_13161,8301,13161,7201.8,0.60463,21.45792,2,2,1950.9
8301_13163,8301,13163,7564.4,0.2165,21.45792,2,2,1950.9
8302_4603,8302,4603,2703.1,0.55493,12.51712,4,1,710.6
8302_8300,8302,8300,6150,0.09194,12.51712,4,1,710.6
8303_4435,8303,4435,486.6,0.23617,11.62304,5,1,525
8303_4440,8303,4440,491.9,0.24027,11.62304,5,1,525
8304_8310,8304,8310,7395.9,0.22437000000000001,12.51712,4,1,710.6
8304_10981,8304,10981,7951.7,0.04985,12.51712,4,1,710.6
8304_11562,8304,11562,1817.5,0.32506,12.51712,4,1,710.6
8305_5019,8305,5019,473.9,0.04688,19.22272,3,1,938.7
8305_11164,8305,11164,481.4,0.03824,19.22272,3,1,938.7
8306_4698,8306,4698,1160.7,0.35677,12.51712,4,1,710.6
8306_4699,8306,4699,470.1,0.15093,12.51712,4,1,710.6
8307_4267,8307,4267,0,0.13379,11.62304,5,1,525
8307_5908,8307,5908,0,0.33323,16.98752,2,2,1858
8308_4699,8308,4699,6051.2,0.14866,12.51712,4,1,710.6
8308_10980,8308,10980,5713.7,0.07339,12.51712,4,1,710.6
8309_7174,8309,7174,2667.3,0.26805,21.45792,4,1,822.8
8309_10773,8309,10773,2662.8,0.38622,21.45792,4,1,822.8
8310_8304,8310,8304,7808.7,0.22437000000000001,12.51712,4,1,710.6
8310_10986,8310,10986,6666.4,0.0297,12.51712,4,1,710.6
8311_6643,8311,6643,1202.6,0.51204,10.28192,5,1,498.75
8311_6752,8311,6752,1284.3,0.15458,10.28192,5,1,498.75
8312_9216,8312,9216,9097.9,0.12228,24.5872,31,2,2946
8313_6318,8313,6318,1390.1,0.12891,10.28192,5,1,498.75
8313_9585,8313,9585,1506.2,0.38437,10.28192,5,1,498.75
8317_7792,8317,7792,2527.8,0.04096,14.30528,5,1,551.25
8317_9156,8317,9156,2517.3,0.11303,14.30528,5,1,551.25
8318_7399,8318,7399,487.3,0.25956,10.28192,5,1,498.75
8318_8885,8318,8885,540.4,0.10485,10.28192,5,1,498.75
8319_7060,8319,7060,3297.5,0.17525,15.6464,3,2,1716
8319_7069,8319,7069,3287.7,0.34844,15.6464,3,2,1716
8320_7399,8320,7399,1244.6,0.47498,10.28192,5,1,498.75
8320_8883,8320,8883,9210.6,0.1419,10.28192,5,1,498.75
8321_7407,8321,7407,2740.9,0.17153,16.98752,4,1,785.4
8321_8327,8321,8327,2732.6,0.1596,16.98752,4,1,785.4
8322_8590,8322,8590,7965.3,0.48755,10.28192,5,1,498.75
8322_9639,8322,9639,7065.5,0.32284,10.28192,5,1,498.75
8327_7423,8327,7423,2732.6,0.16171,16.98752,4,1,785.4
8327_8321,8327,8321,2740.9,0.1596,16.98752,4,1,785.4
8330_6321,8330,6321,3514.4,0.17475,14.30528,5,1,551.25
8330_11844,8330,11844,3502,0.17692,14.30528,5,1,551.25
8331_7113,8331,7113,1389.1,0.08571,16.98752,4,1,785.4
8331_7200,8331,7200,1422.4,0.2456,16.98752,4,1,785.4
8332_7199,8332,7199,1422.4,0.24301,16.98752,4,1,785.4
8332_7200,8332,7200,1389.1,0.27245,16.98752,4,1,785.4
8334_6433,8334,6433,8416.5,0.31695,13.4112,3,2,1630.2
8334_8590,8334,8590,8428.8,0.43025,13.4112,3,2,1630.2
8336_7089,8336,7089,3626.5,0.41511,19.22272,3,1,938.7
8336_8827,8336,8827,2693.2,0.33703,19.22272,3,1,938.7
8338_7081,8338,7081,9607.5,0.74011,21.45792,2,1,1016.4
8338_7082,8338,7082,6977,0.70177,21.45792,2,1,1016.4
8340_7078,8340,7078,2374.4,0.60807,21.45792,4,1,822.8
8340_8871,8340,8871,2374,0.36276,16.98752,4,1,785.4
8341_6646,8341,6646,795.9,0.06457,15.19936,4,1,748
8341_8343,8341,8343,793.5,0.1285,15.19936,4,1,748
8342_6968,8342,6968,3163.8,0.42591,16.98752,4,1,785.4
8342_7078,8342,7078,2601.4,0.45031,16.98752,4,1,785.4
8343_8341,8343,8341,795.9,0.1285,15.19936,4,1,748
8343_8345,8343,8345,793.5,0.05889,12.51712,4,1,710.6
8344_6521,8344,6521,3775.7,0.25449,16.98752,4,1,785.4
8344_7082,8344,7082,3936.5,0.18636,16.98752,4,1,785.4
8345_8343,8345,8343,795.9,0.05889,12.51712,4,1,710.6
8345_8347,8345,8347,793.5,0.06661,12.51712,4,1,710.6
8346_4773,8346,4773,2668.2,0.58615,19.22272,3,1,938.7
8346_11563,8346,11563,2524.6,0.35435,24.5872,3,1,983.4
8347_8345,8347,8345,795.9,0.06661,12.51712,4,1,710.6
8347_9590,8347,9590,793.5,0.02698,15.19936,4,1,748
8348_4777,8348,4777,6706.3,0.29794,19.22272,3,1,938.7
8348_5350,8348,5350,7143.2,0.51605,19.22272,3,1,938.7
8349_7117,8349,7117,401.8,0.16317,15.19936,4,1,748
8349_9590,8349,9590,362.6,0.08048,15.19936,4,1,748
8350_4664,8350,4664,7785.6,0.13805,16.98752,2,2,1858
8350_5547,8350,5547,12339.5,0.09057,15.6464,3,2,1716
8350_11133,8350,11133,5108.7,0.23399,15.6464,3,2,1716
8352_6982,8352,6982,828.6,0.80164,16.98752,4,1,785.4
8352_6991,8352,6991,1525.9,0.213,16.98752,4,1,785.4
8353_6682,8353,6682,5647.8,0.12149,13.4112,3,2,1630.2
8353_6683,8353,6683,8822.2,0.12672,13.4112,3,2,1630.2
8354_7071,8354,7071,780.7,0.20936,15.19936,4,1,748
8354_10813,8354,10813,771.6,0.31582,15.19936,4,1,748
8355_6680,8355,6680,8829.8,0.11572,13.4112,3,2,1630.2
8355_6681,8355,6681,12492.8,0.11625,13.4112,3,2,1630.2
8356_6892,8356,6892,4053.3,0.07709,15.19936,4,1,748
8356_8372,8356,8372,2367.9,0.39577,15.19936,4,1,748
8357_8361,8357,8361,2332.6,0.1946,15.19936,4,1,748
8357_11889,8357,11889,2256.3,0.15875,15.19936,4,1,748
8358_6507,8358,6507,4932.7,0.53323,15.6464,3,1,894
8358_9616,8358,9616,4305,0.27614,19.22272,3,1,938.7
8358_9622,8358,9622,1796,0.27609,11.62304,5,1,525
8358_9627,8358,9627,2230.8,0.27401,14.30528,5,1,551.25
8359_8364,8359,8364,1131.9,0.18712,11.62304,5,1,525
8359_8570,8359,8570,871.4,0.30696,14.30528,5,1,551.25
8360_7114,8360,7114,1853.9,0.24327,16.98752,4,1,785.4
8360_7407,8360,7407,2716,0.18972,16.98752,4,1,785.4
8361_8357,8361,8357,2256.3,0.1946,15.19936,4,1,748
8361_8363,8361,8363,2332.6,0.13859,12.51712,4,1,710.6
8363_8361,8363,8361,2256.3,0.13859,12.51712,4,1,710.6
8363_8367,8363,8367,2332.6,0.05868,15.19936,4,1,748
8364_8359,8364,8359,871.4,0.18712,11.62304,5,1,525
8364_8375,8364,8375,740.4,0.51201,11.62304,5,1,525
8364_9626,8364,9626,1029.6,0.40576,14.30528,5,1,551.25
8364_10904,8364,10904,1718.1,0.23488,11.62304,5,1,525
8365_8388,8365,8388,796.5,0.51413,11.62304,5,1,525
8365_8389,8365,8389,1934.6,0.46177,14.30528,5,1,551.25
8365_9627,8365,9627,2418.3,0.22626,14.30528,5,1,551.25
8365_10904,8365,10904,1552.5,0.27212,11.62304,5,1,525
8366_7114,8366,7114,1406.1,0.215,16.98752,4,1,785.4
8366_8853,8366,8853,2766.6,0.27962,16.98752,4,1,785.4
8367_8363,8367,8363,2256.3,0.05868,15.19936,4,1,748
8367_8369,8367,8369,2332.6,0.08832,12.51712,4,1,710.6
8368_6135,8368,6135,18052.69922,0.21675,24.5872,31,1,1473
8369_8367,8369,8367,2256.3,0.08832,12.51712,4,1,710.6
8369_8371,8369,8371,2332.6,0.06369,12.51712,4,1,710.6
8370_7057,8370,7057,4562.2,0.12567,15.19936,4,1,748
8370_7180,8370,7180,4646.7,0.78562,15.19936,4,1,748
8371_8369,8371,8369,2256.3,0.06369,12.51712,4,1,710.6
8371_8398,8371,8398,2332.6,0.08069,12.51712,4,1,710.6
8372_6675,8372,6675,2296.6,0.35444,15.19936,4,1,748
8372_8356,8372,8356,3020.2,0.39577,15.19936,4,1,748
8373_8374,8373,8374,2250,0.0469,12.51712,4,1,710.6
8373_8398,8373,8398,2171.3,0.03164,12.51712,4,1,710.6
8374_8373,8374,8373,2171.3,0.0469,12.51712,4,1,710.6
8374_8377,8374,8377,2250,0.07979,15.19936,4,1,748
8375_6487,8375,6487,1948.7,0.49216,11.62304,5,1,525
8375_8364,8375,8364,659.4,0.51201,11.62304,5,1,525
8376_7023,8376,7023,1117.7,0.21127,15.6464,3,2,1716
8376_11420,8376,11420,1133.8,0.39712,15.6464,3,2,1716
8377_8374,8377,8374,2171.3,0.07979,15.19936,4,1,748
8377_8476,8377,8476,2250,0.1712,15.19936,4,1,748
8378_7020,8378,7020,9407.3,0.28493,15.6464,3,2,1716
8378_7046,8378,7046,9137.6,0.24027,15.6464,3,2,1716
8379_7991,8379,7991,399.5,0.27552,21.45792,4,1,822.8
8379_7992,8379,7992,396.8,0.61782,21.45792,4,1,822.8
8380_8381,8380,8381,213.5,0.6599,14.30528,5,1,551.25
8380_8396,8380,8396,1237.5,0.256,14.30528,5,1,551.25
8380_9626,8380,9626,1015.1,0.10012,14.30528,5,1,551.25
8381_8380,8381,8380,230.3,0.6599,14.30528,5,1,551.25
8381_8382,8381,8382,213.5,0.34118,14.30528,5,1,551.25
8382_6467,8382,6467,3266.7,0.49834,19.22272,3,1,938.7
8382_8381,8382,8381,230.3,0.34118,14.30528,5,1,551.25
8382_8393,8382,8393,3546.3,0.51828,19.22272,3,1,938.7
8383_9632,8383,9632,1798.7,0.36662,11.62304,5,1,525
8383_9634,8383,9634,1381.9,0.15242,11.62304,5,1,525
8384_6005,8384,6005,1608.6,0.21574,11.62304,5,1,525
8384_8538,8384,8538,1571.6,0.28336,11.62304,5,1,525
8385_6004,8385,6004,2450.4,0.23616,11.62304,5,1,525
8385_6492,8385,6492,2511.4,0.2616,11.62304,5,1,525
8386_11266,8386,11266,5468.2,0.23181,15.19936,4,1,748
8386_11289,8386,11289,1853.4,0.53254,15.19936,4,1,748
8386_11291,8386,11291,4652,0.1336,15.19936,4,1,748
8387_7844,8387,7844,2081,0.20055,16.98752,4,1,785.4
8387_8089,8387,8089,1834.7,0.51781,16.98752,4,1,785.4
8388_6488,8388,6488,2690.5,0.49237,11.62304,5,1,525
8388_8365,8388,8365,805.5,0.51413,11.62304,5,1,525
8389_8365,8389,8365,1947.2,0.46177,14.30528,5,1,551.25
8389_9625,8389,9625,1431.5,0.3158,14.30528,5,1,551.25
8390_4686,8390,4686,2832.6,0.49542,11.62304,5,1,525
8390_8160,8390,8160,644.9,0.45685,15.19936,4,1,748
8390_8448,8390,8448,2182.5,0.12672,14.30528,5,1,551.25
8390_11293,8390,11293,909.5,0.13054,15.19936,4,1,748
8392_8393,8392,8393,294.4,0.50205,14.30528,5,1,551.25
8392_9625,8392,9625,294.2,0.22512,14.30528,5,1,551.25
8393_8382,8393,8382,3489.8,0.51828,19.22272,3,1,938.7
8393_8392,8393,8392,294.2,0.50205,14.30528,5,1,551.25
8393_10901,8393,10901,3655.8,0.14046,19.22272,3,1,938.7
8394_7041,8394,7041,6507.3,0.31382,15.19936,4,1,748
8394_7046,8394,7046,6522.7,0.39462,15.19936,4,1,748
8395_7369,8395,7369,2746.4,0.02649,19.22272,3,1,938.7
8395_7371,8395,7371,2951.3,0.02325,19.22272,3,1,938.7
8396_8380,8396,8380,1209.5,0.256,14.30528,5,1,551.25
8396_8510,8396,8510,1704.7,0.24609,14.30528,5,1,551.25
8397_8400,8397,8400,574.2,0.62025,11.62304,5,1,525
8397_8534,8397,8534,3001.6,0.38211,11.62304,5,1,525
8398_8371,8398,8371,2256.3,0.08069,12.51712,4,1,710.6
8398_8373,8398,8373,2250,0.03164,12.51712,4,1,710.6
8398_8454,8398,8454,3607.7,0.04699,12.51712,4,1,710.6
8398_8492,8398,8492,362.6,0.04058,12.51712,4,1,710.6
8400_8397,8400,8397,564.1,0.62025,11.62304,5,1,525
8400_9615,8400,9615,2132.3,0.26842,15.19936,4,1,748
8400_9617,8400,9617,208,0.38339,14.30528,5,1,551.25
8400_9622,8400,9622,1688.7,0.22748,11.62304,5,1,525
8401_6564,8401,6564,1705.2,0.50086,16.98752,4,1,785.4
8401_8406,8401,8406,1503.2,0.20008,15.19936,4,1,748
8404_7006,8404,7006,0,0.09732,19.22272,3,1,938.7
8405_4566,8405,4566,2855.1,0.08001,15.6464,3,2,1716
8405_11095,8405,11095,2757.7,0.07126,15.6464,3,2,1716
8406_7185,8406,7185,1503.2,0.30948,15.19936,4,1,748
8406_8401,8406,8401,1572.4,0.20008,15.19936,4,1,748
8407_8412,8407,8412,4571.8,0.23923,16.98752,4,1,785.4
8407_8413,8407,8413,1682.9,0.33889,15.19936,4,1,748
8407_8429,8407,8429,5466.1,0.17343,15.6464,3,1,894
8407_9600,8407,9600,4360.9,0.23371,19.22272,3,1,938.7
8408_6796,8408,6796,2746.7,0.17197,12.51712,4,1,710.6
8408_8434,8408,8434,2485.3,0.06749,12.51712,4,1,710.6
8409_5679,8409,5679,674.8,0.35835,19.22272,3,2,1801.8
8409_7133,8409,7133,674.2,0.12758,19.22272,3,2,1801.8
8410_3561,8410,3561,16830.69922,0.09108,15.6464,3,2,1716
8410_9474,8410,9474,1579.8,0.16398,10.28192,41,2,1800
8410_10833,8410,10833,12900.9,0.09455,15.6464,3,2,1716
8411_8559,8411,8559,1469.5,0.09285,15.19936,4,2,1422
8411_11096,8411,11096,1274.9,0.40295,15.19936,4,2,1422
8412_7187,8412,7187,4024.1,0.28104,16.98752,4,1,785.4
8412_8407,8412,8407,4383.8,0.23923,16.98752,4,1,785.4
8413_8407,8413,8407,1955.5,0.33889,15.19936,4,1,748
8413_8426,8413,8426,1178.7,0.31352,15.19936,4,1,748
8414_7005,8414,7005,13321,0.30394,14.30528,2,2,1765.1
8414_7009,8414,7009,12706.1,0.21574,14.30528,2,2,1765.1
8415_5802,8415,5802,2809.5,0.09531,15.6464,3,1,894
8415_11299,8415,11299,1830.3,0.05149,15.6464,3,1,894
8416_7005,8416,7005,17158.40039,0.32139,16.98752,2,2,1858
8416_11436,8416,11436,17375.30078,0.5195,16.98752,2,2,1858
8417_6266,8417,6266,3637.6,0.12778,15.19936,4,2,1422
8417_8280,8417,8280,3964,0.07543,15.19936,4,2,1422
8418_7011,8418,7011,18513.80078,0.10688,14.30528,2,3,2536.5
8418_7013,8418,7013,17564.19922,0.17399,14.30528,2,3,2536.5
8420_6966,8420,6966,4558.9,0.19697,15.6464,3,2,1716
8420_6969,8420,6969,4059.5,0.21207,15.6464,3,2,1716
8422_7011,8422,7011,8604.7,0.28545,16.98752,2,2,1858
8422_10780,8422,10780,7037.1,0.1162,16.98752,2,2,1858
8426_8413,8426,8413,1498.7,0.31352,15.19936,4,1,748
8426_8494,8426,8494,1239.9,0.29106,15.19936,4,1,748
8426_9615,8426,9615,2106.7,0.2277,15.19936,4,1,748
8427_7186,8427,7186,425.6,0.13871,14.30528,5,1,551.25
8427_7191,8427,7191,251.8,0.37937,14.30528,5,1,551.25
8429_6570,8429,6570,7396.8,0.51402,15.6464,3,1,894
8429_8407,8429,8407,5264.1,0.17343,15.6464,3,1,894
8430_6534,8430,6534,2815.9,0.55171,15.19936,4,1,748
8430_6626,8430,6626,6745.1,0.23054,15.19936,4,1,748
8432_6554,8432,6554,15212.5,0.21556,16.98752,2,2,1858
8432_10765,8432,10765,15141.1,0.33118,16.98752,2,2,1858
8434_8408,8434,8408,2746.7,0.06749,12.51712,4,1,710.6
8434_8456,8434,8456,2485.3,0.21943,12.51712,4,1,710.6
8436_6848,8436,6848,3970.9,0.08186,12.51712,4,1,710.6
8436_8582,8436,8582,2717.7,0.16182,12.51712,4,1,710.6
8441_8280,8441,8280,350.6,0.0857,11.62304,5,2,998
8441_8537,8441,8537,299,0.1514,11.62304,5,2,998
8442_6649,8442,6649,51.7,0.33588,10.28192,5,1,498.75
8442_8839,8442,8839,391.3,0.09153,12.51712,4,1,710.6
8442_9575,8442,9575,388.5,0.17603,12.51712,4,1,710.6
8444_6783,8444,6783,1774.8,0.20579,12.51712,4,1,710.6
8444_8835,8444,8835,1943.6,0.16633,12.51712,4,1,710.6
8446_6552,8446,6552,2424.4,0.07452,16.98752,4,1,785.4
8446_6563,8446,6563,2917.5,0.28763,16.98752,4,1,785.4
8448_5800,8448,5800,2182.5,0.13423,14.30528,5,1,551.25
8448_8390,8448,8390,1807.7,0.12672,14.30528,5,1,551.25
8450_8160,8450,8160,0,0.07763,15.19936,4,1,748
8450_8188,8450,8188,0,0.24528,19.22272,3,1,938.7
8452_6743,8452,6743,16513.4,0.09569,14.30528,2,2,1765.1
8452_9580,8452,9580,14472.3,0.2375,14.30528,2,2,1765.1
8454_8398,8454,8398,3571.8,0.04699,12.51712,4,1,710.6
8454_8488,8454,8488,3607.7,0.08238,12.51712,4,1,710.6
8456_8434,8456,8434,2746.7,0.21943,12.51712,4,1,710.6
8456_8468,8456,8468,2485.3,0.18414,15.19936,4,1,748
8457_9381,8457,9381,20123.30078,0.51019,19.312128,14,2,1970
8458_5810,8458,5810,3004.3,0.46417,15.19936,4,1,748
8458_7707,8458,7707,2669.2,0.17235,15.19936,4,1,748
8459_8463,8459,8463,21201.59961,0.31615,19.312128,14,2,1970
8460_6766,8460,6766,4167.3,0.13175,12.51712,4,1,710.6
8460_6770,8460,6770,4308,0.29216,12.51712,4,1,710.6
8461_8457,8461,8457,20123.30078,0.31715,19.312128,14,2,1970
8462_3601,8462,3601,3506.6,0.38318,15.19936,4,1,748
8462_6785,8462,6785,2891.2,0.5974,15.19936,4,1,748
8462_9037,8462,9037,5120.1,0.17248,15.19936,4,1,748
8463_9320,8463,9320,21201.59961,0.324,19.312128,14,2,1970
8466_7472,8466,7472,1181.6,0.29547,11.62304,5,1,525
8466_8480,8466,8480,1559.5,0.22455,11.62304,5,1,525
8468_6617,8468,6617,2485.3,0.41798,12.51712,4,1,710.6
8468_8456,8468,8456,2746.7,0.18414,15.19936,4,1,748
8470_6569,8470,6569,12593.7,0.36268,16.98752,2,2,1858
8470_8520,8470,8520,17852.69922,0.27099,16.98752,2,2,1858
8470_9165,8470,9165,5465.8,0.33231,15.19936,4,1,748
8470_9166,8470,9166,4602.7,0.41276,15.19936,4,1,748
8471_6446,8471,6446,10909.6,0.05896,12.874752,2,2,1765.1
8471_8491,8471,8491,10874.7,0.1282,12.874752,2,2,1765.1
8472_8488,8472,8488,3571.8,0.18421,12.51712,4,1,710.6
8472_8508,8472,8508,3928,0.08506,12.51712,4,1,710.6
8473_6447,8473,6447,7126.2,0.09952,15.19936,4,1,748
8473_8475,8473,8475,6726,0.05996,15.19936,4,1,748
8474_6774,8474,6774,20.8,0.40436,11.62304,5,1,525
8474_7829,8474,7829,493.5,0.2217,15.19936,4,1,748
8474_9166,8474,9166,1501.8,0.30263,15.19936,4,1,748
8474_10766,8474,10766,1807.7,0.40969,15.19936,4,1,748
8475_8473,8475,8473,7126.2,0.05996,15.19936,4,1,748
8475_8477,8475,8477,6726,0.15813,15.19936,4,1,748
8476_6647,8476,6647,19714,0.15354,16.98752,2,2,1858
8476_8377,8476,8377,2171.3,0.1712,15.19936,4,1,748
8476_11877,8476,11877,16475.4,0.11877,16.98752,2,2,1858
8477_8475,8477,8475,7126.2,0.15813,15.19936,4,1,748
8477_8483,8477,8483,6726,0.03841,15.19936,4,1,748
8477_8485,8477,8485,0,0.06278,15.19936,4,1,748
8478_6560,8478,6560,2416.5,0.51341,16.98752,4,1,785.4
8478_7461,8478,7461,2087.8,0.49486,16.98752,4,1,785.4
8479_6512,8479,6512,3005.4,0.32323,15.19936,4,1,748
8479_8494,8479,8494,2422.5,0.39335,15.19936,4,1,748
8480_8466,8480,8466,1181.6,0.22455,11.62304,5,1,525
8480_8569,8480,8569,1495.8,0.06686,11.62304,5,2,998
8480_8575,8480,8575,63.6,0.03482,11.62304,5,1,525
8481_6462,8481,6462,6726,0.05481,12.51712,4,1,710.6
8481_8483,8481,8483,6852.8,0.06632,12.51712,4,1,710.6
8482_5191,8482,5191,474.1,0.25237,11.62304,5,1,525
8482_5802,8482,5802,517.6,0.14105,11.62304,5,1,525
8483_8477,8483,8477,6852.8,0.03841,15.19936,4,1,748
8483_8481,8483,8481,6726,0.06632,12.51712,4,1,710.6
8484_6631,8484,6631,5148.3,0.12933,15.19936,4,1,748
8484_6650,8484,6650,4680.9,0.12242,15.19936,4,1,748
8485_8477,8485,8477,273.6,0.06278,15.19936,4,1,748
8485_8486,8485,8486,0,0.11156,15.19936,4,1,748
8486_6648,8486,6648,0,0.066,12.51712,4,1,710.6
8486_8485,8486,8485,273.6,0.11156,15.19936,4,1,748
8487_6648,8487,6648,273.6,0.25438,12.51712,4,1,710.6
8487_8493,8487,8493,0,0.07425,12.51712,4,1,710.6
8488_8454,8488,8454,3571.8,0.08238,12.51712,4,1,710.6
8488_8472,8488,8472,3607.7,0.18421,12.51712,4,1,710.6
8489_6462,8489,6462,10601.1,0.05167,12.874752,2,2,1765.1
8489_8491,8489,8491,10909.6,0.31133,12.874752,2,2,1765.1
8490_6489,8490,6489,1076.5,0.28147,12.51712,4,1,710.6
8490_11889,8490,11889,2167.2,0.18463,15.19936,4,1,748
8491_8471,8491,8471,10909.6,0.1282,12.874752,2,2,1765.1
8491_8489,8491,8489,10601.1,0.31133,12.874752,2,2,1765.1
8491_8493,8491,8493,273.6,0.07496,12.51712,4,1,710.6
8492_7117,8492,7117,362.6,0.02189,12.51712,4,1,710.6
8492_8398,8492,8398,401.8,0.04058,12.51712,4,1,710.6
8493_8487,8493,8487,273.6,0.07425,12.51712,4,1,710.6
8493_8491,8493,8491,0,0.07496,12.51712,4,1,710.6
8494_8426,8494,8426,1394.1,0.29106,15.19936,4,1,748
8494_8479,8494,8479,2379.8,0.39335,15.19936,4,1,748
8496_9617,8496,9617,216.2,0.10067,14.30528,5,1,551.25
8496_9619,8496,9619,208,0.32948,14.30528,5,1,551.25
8498_3490,8498,3490,5036.4,0.04689,15.6464,3,1,894
8498_4210,8498,4210,2073.2,0.26378,15.6464,3,1,894
8498_9044,8498,9044,4333.5,0.09016,15.6464,3,1,894
8499_6447,8499,6447,15852.7,0.0655,13.4112,3,2,1630.2
8499_6495,8499,6495,17103.40039,0.22898,15.6464,3,2,1716
8500_6290,8500,6290,316.3,0.14292,10.28192,5,1,498.75
8500_6292,8500,6292,244.8,0.14678,10.28192,5,1,498.75
8501_6445,8501,6445,10829.1,0.13705,13.4112,3,2,1630.2
8501_8503,8501,8503,11679.5,0.05433,13.4112,3,2,1630.2
8502_7148,8502,7148,688.7,0.14694,10.28192,5,1,498.75
8502_7150,8502,7150,1096,0.14489,10.28192,5,1,498.75
8503_6447,8503,6447,11679.9,0.0482,13.4112,3,2,1630.2
8503_8501,8503,8501,10829.1,0.05433,13.4112,3,2,1630.2
8503_8505,8503,8505,0.1,0.02972,12.51712,4,1,710.6
8504_7150,8504,7150,370.3,0.14305,10.28192,5,1,498.75
8504_7152,8504,7152,386.6,0.14487,10.28192,5,1,498.75
8505_6424,8505,6424,0.1,0.1557,12.51712,4,1,710.6
8505_8503,8505,8503,0.5,0.02972,12.51712,4,1,710.6
8506_6984,8506,6984,159.4,0.59919,14.30528,5,1,551.25
8506_6988,8506,6988,161.5,0.43722,18.77568,5,1,577.5
8507_6445,8507,6445,8065.9,0.18187999999999999,13.4112,3,2,1630.2
8507_8509,8507,8509,0,0.16736,12.51712,4,1,710.6
8507_8596,8507,8596,7252.8,0.14356,13.4112,3,2,1630.2
8508_8472,8508,8472,3902.4,0.08506,12.51712,4,1,710.6
8508_10785,8508,10785,3928,0.0496,12.51712,4,1,710.6
8509_6424,8509,6424,0,0.16439,12.51712,4,1,710.6
8509_8507,8509,8507,0,0.16736,12.51712,4,1,710.6
8510_7672,8510,7672,3353.2,0.49894,16.98752,4,1,785.4
8510_8396,8510,8396,1671.3,0.24609,14.30528,5,1,551.25
8510_9352,8510,9352,4526.7,0.39713,16.98752,4,1,785.4
8511_6446,8511,6446,13875.8,0.10018,14.30528,2,2,1765.1
8511_7823,8511,7823,13915.8,0.30681,14.30528,2,2,1765.1
8518_6485,8518,6485,7982.6,0.24547,16.98752,2,1,968
8518_6487,8518,6487,7857,0.25664,16.98752,2,1,968
8520_8470,8520,8470,17437.59961,0.27099,16.98752,2,2,1858
8520_10799,8520,10799,17029.5,0.63203,16.98752,2,2,1858
8527_7617,8527,7617,3005.3,0.2488,15.6464,3,1,894
8527_10828,8527,10828,2847.6,0.21988,15.6464,3,1,894
8528_4215,8528,4215,1753.1,0.06337,15.19936,4,1,748
8528_4620,8528,4620,1956.3,0.09608,15.19936,4,1,748
8529_7932,8529,7932,2164.3,0.25256,15.19936,4,1,748
8529_7933,8529,7933,2561.7,0.47084,15.19936,4,1,748
8532_6974,8532,6974,13392.6,0.17377,16.98752,2,2,1858
8532_9356,8532,9356,13778.7,0.19787,16.98752,2,2,1858
8534_6015,8534,6015,204.6,0.50149,11.62304,5,1,525
8534_8397,8534,8397,3007.3,0.38211,11.62304,5,1,525
8534_9614,8534,9614,11117.2,0.25911,16.98752,2,1,968
8534_9621,8534,9621,10110.3,0.21132,16.98752,2,1,968
8536_6509,8536,6509,9197.2,0.49713,15.6464,3,1,894
8536_9466,8536,9466,1260.6,0.49834,15.19936,4,1,748
8536_9611,8536,9611,8339,0.46174,15.6464,3,1,894
8536_9631,8536,9631,3302.8,0.26782,15.19936,4,1,748
8537_7255,8537,7255,299,0.08985,11.62304,5,2,998
8537_8441,8537,8441,350.6,0.1514,11.62304,5,2,998
8538_8384,8538,8384,1773.4,0.28336,11.62304,5,1,525
