link_id,a,b,aadt,length,speed,ftype,lanes,capacity
3981_11307,3981,11307,5518.7,0.06321,13.4112,3,2,1630.2
3982_3914,3982,3914,6734.3,0.09259,10.72896,3,2,1630.2
3982_4100,3982,4100,2581.5,0.151,12.51712,4,2,1350.9
3982_11633,3982,11633,1845,0.07209,12.51712,4,2,1350.9
3982_11634,3982,11634,8763.7,0.06897,10.72896,3,2,1630.2
3983_3524,3983,3524,34458.30078,0.33901,21.45792,14,3,2862
3983_3637,3983,3637,34595.69922,0.30305,21.45792,14,3,2862
3984_7534,3984,7534,14216,0.07395,13.4112,3,2,1630.2
3984_10976,3984,10976,13541.7,0.14229,13.4112,3,2,1630.2
3985_3790,3985,3790,4731.3,0.03482,10.28192,41,1,1200
3985_3973,3985,3973,9182.5,0.04864,13.4112,3,2,1630.2
3985_10750,3985,10750,15332,0.2287,13.4112,3,2,1630.2
3986_9845,3986,9845,20333.09961,0.06711,12.51712,4,2,1350.9
3986_9846,3986,9846,16240.2,0.15102,15.020544000000001,2,4,3964
3986_11631,3986,11631,4878.9,0.08202,12.51712,4,2,1350.9
3987_3973,3987,3973,9445.1,0.0347,13.4112,3,2,1630.2
3987_4037,3987,4037,11878.2,0.19304,13.4112,3,2,1630.2
3987_4080,3987,4080,2877.8,0.05447,10.28192,41,1,1200
3988_5652,3988,5652,1341,0.03462,15.19936,4,1,748
3988_8963,3988,8963,1352.3,0.0496,15.19936,4,1,748
3989_3830,3989,3830,9015,0.22391,15.6464,3,1,894
3989_7641,3989,7641,7719.1,0.16322,15.6464,3,1,894
3990_3995,3990,3995,14338.7,0.14978,14.30528,2,2,1765.1
3990_9826,3990,9826,6201.2,0.07085,12.51712,4,2,1350.9
3990_9845,3990,9845,1482.7,0.08082,12.51712,4,2,1350.9
3990_11629,3990,11629,38922.19922,0.07647,15.020544000000001,2,3,3045
3991_10842,3991,10842,6720.9,0.5593,13.4112,3,1,849.3
3991_10843,3991,10843,9392.4,0.34031,13.4112,3,1,849.3
3992_3914,3992,3914,7837.1,0.20444,10.72896,3,2,1630.2
3992_4001,3992,4001,2294.1,0.1541,10.72896,3,2,1630.2
3992_4105,3992,4105,23607.09961,0.15038,14.30528,2,4,3302.2
3992_9852,3992,9852,24441.19922,0.14851,14.30528,2,4,3302.2
3993_4006,3993,4006,3443.5,0.15608,12.51712,4,1,710.6
3993_4040,3993,4040,4170.7,0.05601,12.51712,4,1,710.6
3994_5757,3994,5757,9719.4,0.15348,12.51712,4,2,1350.9
3994_9846,3994,9846,655,0.14727,14.30528,2,2,1765.1
3994_9847,3994,9847,26971.30078,0.08144,14.30528,2,4,3302.2
3994_9852,3994,9852,24865.30078,0.15474,14.30528,2,4,3302.2
3995_3990,3995,3990,28843,0.14978,14.30528,2,2,1765.1
3995_3996,3995,3996,13848.7,0.14851,14.30528,2,2,1765.1
3996_3995,3996,3995,27081.30078,0.14851,14.30528,2,2,1765.1
3996_5758,3996,5758,3085.4,0.15286,12.51712,4,2,1350.9
3996_9825,3996,9825,30126.30078,0.0721,14.30528,2,4,3302.2
3996_9847,3996,9847,16660.8,0.06649,14.30528,2,4,3302.2
3997_3812,3997,3812,10683.6,0.10386,21.45792,2,2,1950.9
3998_7655,3998,7655,4035.5,0.18984,15.6464,3,1,894
3998_10744,3998,10744,4480.7,0.39674,13.4112,3,1,849.3
3999_4008,3999,4008,572.6,0.09542,14.30528,2,1,919.6
3999_4045,3999,4045,142.9,0.10542,14.30528,2,1,919.6
4000_10214,4000,10214,6318.7,0.13706,24.5872,31,1,1473
4001_3992,4001,3992,2615.8,0.1541,10.72896,3,2,1630.2
4001_4002,4001,4002,2325.9,0.15038,10.72896,3,2,1630.2
4002_4001,4002,4001,2454.1,0.15038,10.72896,3,2,1630.2
4002_4011,4002,4011,3112.1,0.15349,10.72896,3,2,1630.2
4002_4110,4002,4110,4200.6,0.14975,12.51712,4,2,1350.9
4002_9853,4002,9853,4957.9,0.14664,12.51712,4,2,1350.9
4003_4006,4003,4006,4170.7,0.08391,12.51712,4,1,710.6
4003_4222,4003,4222,3443.5,0.39375,12.51712,4,1,710.6
4004_5757,4004,5757,5438.7,0.14988,12.51712,4,1,710.6
4004_9848,4004,9848,4422.9,0.07898,12.51712,4,2,1350.9
4004_9853,4004,9853,5026.2,0.15164,12.51712,4,2,1350.9
4004_10758,4004,10758,7853.7,0.2181,12.51712,4,1,710.6
4005_5758,4005,5758,2960.6,0.15038,12.51712,4,2,1350.9
4005_9824,4005,9824,3909.8,0.06152,12.51712,4,2,1350.9
4005_9848,4005,9848,3000.6,0.07395,12.51712,4,2,1350.9
4006_3993,4006,3993,4170.7,0.15608,12.51712,4,1,710.6
4006_4003,4006,4003,3443.5,0.08391,12.51712,4,1,710.6
4007_4226,4007,4226,1462.3,0.26934,12.51712,4,1,710.6
4007_4257,4007,4257,1317.6,0.1624,12.51712,4,1,710.6
4008_3482,4008,3482,4512.3,0.14367,14.30528,2,1,919.6
4008_3999,4008,3999,142.9,0.09542,14.30528,2,1,919.6
4008_4020,4008,4020,4626.8,0.1276,14.30528,2,1,919.6
4009_4130,4009,4130,6351.7,0.16193,12.51712,4,2,1350.9
4009_9078,4009,9078,16411.3,0.16683,12.51712,4,2,1350.9
4010_4179,4010,4179,12343.7,0.18966,13.142975999999999,4,1,853
4011_4002,4011,4002,3273.7,0.15349,10.72896,3,2,1630.2
4011_11635,4011,11635,3367.2,0.34302,10.72896,3,2,1630.2
4012_4013,4012,4013,8988.2,0.15162,10.72896,3,2,1630.2
4012_4120,4012,4120,6233.4,0.14789,12.51712,3,2,1716
4012_11593,4012,11593,5018.5,0.06795,15.6464,3,2,1716
4012_11635,4012,11635,3745.7,0.10377,10.72896,3,2,1630.2
4013_4012,4013,4012,6675,0.15162,10.72896,3,2,1630.2
4013_10756,4013,10756,9329.1,0.14789,10.72896,3,2,1630.2
4014_4015,4014,4015,4421.4,0.29572,13.4112,3,2,1630.2
4014_11593,4014,11593,4721.6,0.11376,15.6464,3,2,1716
4015_4014,4015,4014,4118.5,0.29572,13.4112,3,2,1630.2
4015_4016,4015,4016,10966.6,0.24049,12.51712,4,1,710.6
4015_4131,4015,4131,12024.7,0.06711,12.51712,4,1,710.6
4015_11591,4015,11591,5585.6,0.19113,13.4112,3,2,1630.2
4016_4015,4016,4015,10396.4,0.24049,12.51712,4,1,710.6
4016_4563,4016,4563,10573.6,0.29143,12.51712,4,1,710.6
4017_4018,4017,4018,6183.4,0.0666,13.4112,3,2,1630.2
4017_11591,4017,11591,6927,0.20352,13.4112,3,2,1630.2
4018_4017,4018,4017,6794.9,0.0666,13.4112,3,2,1630.2
4018_4137,4018,4137,5427.3,0.04569,15.19936,4,1,748
4018_9715,4018,9715,8250.3,0.16772,15.6464,3,2,1716
4019_4113,4019,4113,2279.4,0.14666,15.19936,4,1,748
4019_9721,4019,9721,1971,0.21883,12.51712,4,1,710.6
4020_4008,4020,4008,3939.1,0.1276,14.30528,2,1,919.6
4020_4039,4020,4039,4626.8,0.08963,14.30528,2,1,919.6
4021_4113,4021,4113,4640.6,0.15349,12.51712,3,1,894
4021_4117,4021,4117,4507.6,0.14665,12.51712,3,1,894
4022_4023,4022,4023,2346.7,0.28168,13.4112,3,2,1630.2
4022_4136,4022,4136,23398.19922,0.27303,16.98752,2,3,2670
4022_9089,4022,9089,29886.90039,0.0317,14.30528,2,3,2536.5
4022_9715,4022,9715,8300.5,0.13875,15.6464,3,2,1716
4023_4022,4023,4022,2083.6,0.28168,13.4112,3,2,1630.2
4023_9079,4023,9079,1170.9,0.44008,13.4112,3,2,1630.2
4024_4240,4024,4240,1438.8,0.16382,12.51712,4,1,710.6
4024_9080,4024,9080,844.2,0.18057,15.6464,3,2,1716
4024_9081,4024,9081,1968.5,0.10017,13.4112,3,1,849.3
4025_4309,4025,4309,6183.9,0.11494,15.19936,4,1,748
4025_7687,4025,7687,14611.7,0.25824,16.98752,2,2,1858
4025_10411,4025,10411,18612.40039,0.11195,16.98752,2,2,1858
4026_4297,4026,4297,1968.8,8.88024,13.4112,3,1,849.3
4027_4122,4027,4122,3215.4,0.14976,12.51712,3,1,894
4027_9717,4027,9717,3405.5,0.27341,12.51712,3,1,894
4028_4132,4028,4132,1230.2,0.17434,12.51712,4,1,710.6
4028_9718,4028,9718,1801.5,0.21962,12.51712,4,1,710.6
4029_5870,4029,5870,49667,0.1743,24.5872,31,4,5772
4030_6701,4030,6701,634.4,0.18272,18.77568,5,1,577.5
4030_7094,4030,7094,451.5,0.31695,18.77568,5,1,577.5
4031_9087,4031,9087,27723.09961,0.11146,14.30528,2,3,2536.5
4031_9089,4031,9089,27428.59961,0.31355,14.30528,2,3,2536.5
4032_4147,4032,4147,14853.5,0.14858,13.4112,3,2,1630.2
4032_9087,4032,9087,25188.80078,0.08262,14.30528,2,3,2536.5
4032_9088,4032,9088,15077.3,0.0814,14.30528,2,3,2536.5
4033_7951,4033,7951,2210.8,0.87558,19.22272,3,1,938.7
4033_10784,4033,10784,2609.5,0.20542,19.22272,3,1,938.7
4034_3412,4034,3412,16141,0.38458,13.4112,3,2,1630.2
4034_4147,4034,4147,11989.2,0.2301,13.4112,3,2,1630.2
4034_9078,4034,9078,17146.19922,0.22442,12.51712,4,2,1350.9
4035_4042,4035,4042,5201.2,0.38364,13.4112,3,2,1630.2
4035_4569,4035,4569,5647,0.43352,13.4112,3,2,1630.2
4036_8682,4036,8682,46842.30078,0.18398,15.020544000000001,2,4,3964
4037_3987,4037,3987,12322.1,0.19304,13.4112,3,2,1630.2
4037_4839,4037,4839,9228.6,0.17124,13.4112,3,2,1630.2
4038_4839,4038,4839,9352,0.13678,13.4112,3,2,1630.2
4038_5060,4038,5060,6362.6,0.36507,14.30528,2,3,2536.5
4038_10698,4038,10698,6614.7,0.09846,13.4112,3,1,849.3
4038_10709,4038,10709,8906.6,0.36329,14.30528,2,2,1765.1
4039_3464,4039,3464,4626.8,0.1358,14.30528,2,1,919.6
4039_4020,4039,4020,3939.1,0.08963,14.30528,2,1,919.6
4040_3993,4040,3993,3443.5,0.05601,12.51712,4,1,710.6
4040_4141,4040,4141,4170.7,0.29827,12.51712,4,1,710.6
4041_4257,4041,4257,1462.3,0.12503,12.51712,4,1,710.6
4041_7865,4041,7865,1317.6,0.33463,12.51712,4,1,710.6
4042_4035,4042,4035,5647,0.38364,13.4112,3,2,1630.2
4042_6949,4042,6949,3005.3,0.08835,12.51712,4,1,710.6
4042_11893,4042,11893,5727.8,0.09955,13.4112,3,2,1630.2
4043_4139,4043,4139,4771.5,0.11744,15.19936,4,1,748
4043_11874,4043,11874,4596.5,0.08696,15.19936,4,1,748
4044_4146,4044,4146,3684.1,0.21874,12.51712,4,2,1350.9
4044_4961,4044,4961,4999,0.04433,13.4112,3,1,849.3
4044_5750,4044,5750,2784.5,0.30637,12.51712,4,2,1350.9
4044_10744,4044,10744,4874.9,0.07643,13.4112,3,1,849.3
4045_3465,4045,3465,142.9,0.0592,14.30528,2,1,919.6
4045_3999,4045,3999,572.6,0.10542,14.30528,2,1,919.6
4046_3935,4046,3935,2924.2,0.14966,12.51712,4,2,1350.9
4046_4048,4046,4048,222.2,0.30259,12.51712,4,1,710.6
4046_5750,4046,5750,2636.1,0.33383,12.51712,4,2,1350.9
4047_3967,4047,3967,4120,0.62681,12.51712,4,1,710.6
4047_4558,4047,4558,14502,0.19484,12.51712,4,1,710.6
4048_4046,4048,4046,498.9,0.30259,12.51712,4,1,710.6
4048_4485,4048,4485,2665.8,0.15043,12.51712,4,1,710.6
4048_8009,4048,8009,3620.9,0.29369,12.51712,4,1,710.6
4048_11657,4048,11657,409.6,0.14789,12.51712,4,1,710.6
4049_9083,4049,9083,1111.3,0.15339,15.19936,4,1,748
4049_9084,4049,9084,4052.5,0.19239,15.19936,4,1,748
4050_11611,4050,11611,10099.2,0.07212,10.72896,3,2,1630.2
4050_11618,4050,11618,6069.2,0.07705,10.72896,3,2,1630.2
4051_4238,4051,4238,3999,0.27309,12.51712,4,1,710.6
4051_4239,4051,4239,3564.6,0.32861,12.51712,4,1,710.6
4052_3703,4052,3703,2264.4,0.08197,15.19936,4,1,748
4052_8779,4052,8779,2078.4,0.14246,15.19936,4,1,748
4053_4054,4053,4054,8365.1,0.27652,13.4112,3,2,1630.2
4053_4150,4053,4150,10912.8,0.27713,13.4112,3,2,1630.2
4053_11682,4053,11682,8369.6,0.07705,10.72896,3,2,1630.2
4053_11683,4053,11683,16162.5,0.10377,13.4112,3,2,1630.2
4054_4053,4054,4053,7844.1,0.27652,13.4112,3,2,1630.2
4054_7776,4054,7776,9072.2,0.11005,13.4112,3,2,1630.2
4055_5003,4055,5003,726.3,0.07581,12.51712,4,1,710.6
4055_11655,4055,11655,9232.5,0.07645,13.4112,3,2,1630.2
4055_11656,4055,11656,8065.9,0.08891,13.4112,3,2,1630.2
4055_11659,4055,11659,1130.4,0.07643,12.51712,4,2,1350.9
4056_4057,4056,4057,7367.8,0.08834,10.72896,3,2,1630.2
4056_11682,4056,11682,8239.3,0.13795,10.72896,3,2,1630.2
4057_4056,4057,4056,7613.7,0.08834,10.72896,3,2,1630.2
4057_4058,4057,4058,1575.4,0.11744,12.51712,4,1,710.6
4057_4153,4057,4153,2038.8,0.26721,12.51712,4,1,710.6
4057_9877,4057,9877,7395.6,0.06773,10.72896,3,2,1630.2
4058_4057,4058,4057,2087.2,0.11744,12.51712,4,1,710.6
4058_4061,4058,4061,1449.6,0.16156,12.51712,4,1,710.6
4059_11896,4059,11896,8389.3,0.09658,13.4112,3,2,1630.2
4059_11897,4059,11897,14972.3,0.06922,13.4112,3,2,1630.2
4060_5088,4060,5088,7395.4,0.3969,13.4112,3,2,1630.2
4060_10743,4060,10743,5103.4,0.42229,13.4112,3,2,1630.2
4061_4058,4061,4058,1963.1,0.16156,12.51712,4,1,710.6
4061_4062,4061,4062,1757.6,0.1423,13.4112,3,1,849.3
4062_4061,4062,4061,2273.1,0.1423,13.4112,3,1,849.3
4062_4065,4062,4065,7684.7,0.07892,13.4112,3,3,2342.7
4063_7890,4063,7890,30523.69922,0.15405,24.5872,31,2,2946
4064_4062,4064,4062,5668.4,0.04852,11.62304,42,1,983
4064_4065,4064,4065,30308.40039,0.08583,11.62304,42,2,1888
4065_4062,4065,4062,2565,0.07892,13.4112,3,3,2342.7
4065_4068,4065,4068,37992.60156,0.0466,13.4112,3,3,2342.7
4066_4068,4066,4068,32647.59961,0.01617,13.4112,3,3,2342.7
4066_4076,4066,4076,7472,0.07271,10.013696,4,2,1350.9
4066_6325,4066,6325,1335.6,0.07958,12.51712,4,2,1350.9
4066_11658,4066,11658,29851.80078,0.07277,13.4112,3,3,2342.7
4067_4145,4067,4145,5927.5,0.2523,12.51712,4,2,1350.9
4067_4264,4067,4264,6284.3,0.29061,12.51712,4,2,1350.9
4068_4065,4068,4065,2565,0.0466,13.4112,3,3,2342.7
4068_4066,4068,4066,37551.5,0.01617,13.4112,3,3,2342.7
4068_4160,4068,4160,30523.69922,0.10828,10.28192,41,3,1800
4069_4029,4069,4029,15509.5,0.18525,24.5872,31,2,2946
4070_4145,4070,4145,5636.4,0.29828,13.4112,3,2,1630.2
4070_8007,4070,8007,4240.2,0.2538,12.51712,4,1,710.6
4070_8008,4070,8008,1432,0.2908,12.51712,4,1,710.6
4070_10747,4070,10747,8436.2,0.20881,13.4112,3,2,1630.2
4071_3594,4071,3594,3323.3,0.28204,12.51712,4,1,710.6
4071_3976,4071,3976,1272.2,0.10594,12.51712,4,1,710.6
4072_4084,4072,4084,2477,0.27528,12.51712,4,2,1350.9
4072_9875,4072,9875,6750.3,0.07686,10.72896,3,2,1630.2
4072_9877,4072,9877,7386,0.07852,10.72896,3,2,1630.2
4072_11660,4072,11660,2865.1,0.11178,12.51712,4,2,1350.9
4073_5185,4073,5185,5003.9,0.48655,12.51712,4,1,710.6
4073_8065,4073,8065,12799,0.31129,12.51712,4,1,710.6
4074_4075,4074,4075,2473.4,0.1006,12.51712,4,2,1350.9
4074_11660,4074,11660,2951.4,0.16436,12.51712,4,2,1350.9
4075_4074,4075,4074,2598.9,0.1006,12.51712,4,2,1350.9
4075_4077,4075,4077,2582.2,0.18587,12.51712,4,2,1350.9
4076_4066,4076,4066,7467.6,0.07271,10.013696,4,2,1350.9
4076_4077,4076,4077,7472,0.0727,10.013696,4,2,1350.9
4077_3953,4077,3953,6099.2,0.15163,12.51712,4,2,1350.9
4077_4075,4077,4075,2667.6,0.18587,12.51712,4,2,1350.9
4077_4076,4077,4076,7463.8,0.0727,10.013696,4,2,1350.9
4077_9863,4077,9863,3910.3,0.06341,10.013696,4,2,1350.9
4078_4285,4078,4285,1021.8,0.16969,12.51712,4,1,710.6
4078_4286,4078,4286,801.6,0.13486,12.51712,4,1,710.6
4079_4152,4079,4152,2103.9,0.11309,12.51712,4,1,710.6
4079_4153,4079,4153,1842.2,0.17836,12.51712,4,1,710.6
4080_10306,4080,10306,8628,0.26396,10.28192,41,2,1800
4081_4036,4081,4036,27547.90039,0.1703,24.5872,31,2,2946
4082_4083,4082,4083,18963.80078,0.31255,14.30528,2,3,2536.5
4082_4159,4082,4159,19713.90039,0.27031,14.30528,2,3,2536.5
4082_9729,4082,9729,5827.9,0.14918,10.72896,3,2,1630.2
4082_9875,4082,9875,6822.1,0.07528,10.72896,3,2,1630.2
4083_4082,4083,4082,19296.30078,0.31255,14.30528,2,3,2536.5
4083_9730,4083,9730,18760.5,0.07787,14.30528,2,3,2536.5
4084_4072,4084,4072,2266.3,0.27528,12.51712,4,2,1350.9
4084_4155,4084,4155,2641.7,0.28148,12.51712,4,2,1350.9
4085_9730,4085,9730,19083.5,0.17274,14.30528,2,3,2536.5
4085_9863,4085,9863,6294.2,0.09134,10.013696,4,2,1350.9
4085_11621,4085,11621,20496.90039,0.07647,14.30528,2,3,2536.5
4085_11622,4085,11622,1690.1,0.07277,10.013696,4,2,1350.9
4086_4265,4086,4265,3044.7,0.28737,12.51712,4,1,710.6
4086_8064,4086,8064,3093.3,0.20107,12.51712,4,1,710.6
4087_4158,4087,4158,21603.5,0.28214,14.30528,2,3,2536.5
4087_4293,4087,4293,22646.40039,0.15783,14.30528,2,3,2536.5
4088_7335,4088,7335,15736.2,0.03426,13.4112,3,2,1630.2
4088_7336,4088,7336,9466.9,0.03638,13.4112,3,2,1630.2
4088_7505,4088,7505,32724.19922,0.20186,19.22272,15,3,2757
4088_7555,4088,7555,36708.5,0.19176,19.22272,15,3,2757
4089_10532,4089,10532,33550.80078,0.13873,24.5872,31,2,2946
4090_4162,4090,4162,4472.6,0.29827,12.51712,4,1,710.6
4090_4295,4090,4295,2981.2,0.26062,12.51712,4,1,710.6
4091_3451,4091,3451,1219.2,0.29204,15.6464,3,1,894
4091_6839,4091,6839,1276.1,0.85164,15.6464,3,1,894
4092_4093,4092,4093,3077,0.33182,12.51712,4,1,710.6
4092_9727,4092,9727,5556.6,0.14976,10.72896,3,2,1630.2
4092_9729,4092,9729,5996,0.15163,10.72896,3,2,1630.2
4092_9874,4092,9874,3395.2,0.26843,12.51712,4,1,710.6
4093_4092,4093,4092,2792.7,0.33182,12.51712,4,1,710.6
4093_4095,4093,4095,3614.2,0.23178,12.51712,4,1,710.6
4094_3423,4094,3423,4332.4,0.10563,13.4112,3,2,1630.2
4094_3445,4094,3445,4271.5,0.31802,13.4112,3,2,1630.2
4095_4093,4095,4093,3287.1,0.23178,12.51712,4,1,710.6
4095_11623,4095,11623,4909.4,0.07521,10.013696,4,2,1350.9
4095_11625,4095,11625,3437,0.07023,12.51712,4,2,1350.9
4095_11627,4095,11627,1553.1,0.07955,10.013696,4,2,1350.9
4096_10939,4096,10939,2769.2,0.12151,11.62304,5,1,525
4096_10943,4096,10943,911.7,0.26322,15.19936,4,1,748
4096_11830,4096,11830,3476.3,0.05062,11.62304,5,1,525
4097_4098,4097,4098,1529.5,0.32933,12.51712,4,1,710.6
4097_4166,4097,4166,2369.6,0.27538,12.51712,4,1,710.6
4097_9724,4097,9724,5758,0.1423,10.72896,3,2,1630.2
4097_9727,4097,9727,5897.9,0.1498,10.72896,3,2,1630.2
4098_4097,4098,4097,2150.4,0.32933,12.51712,4,1,710.6
4098_4100,4098,4100,1616.4,0.23241,12.51712,4,1,710.6
4099_4036,4099,4036,19294.19922,0.17027,24.5872,31,2,2946
4100_3982,4100,3982,1452.5,0.151,12.51712,4,2,1350.9
4100_4098,4100,4098,2211,0.23241,12.51712,4,1,710.6
4100_4104,4100,4104,2112.3,0.14851,10.013696,4,2,1350.9
4100_9726,4100,9726,4158.8,0.15534,10.013696,4,2,1350.9
4101_4064,4101,4064,35976.30078,0.09609,24.5872,31,2,2946
4102_4148,4102,4148,22140.40039,0.26968,14.30528,2,4,3302.2
4102_9723,4102,9723,24320.40039,0.32882,14.30528,2,4,3302.2
4102_9724,4102,9724,5808.5,0.15162,10.72896,3,2,1630.2
4102_9725,4102,9725,4023.7,0.14167,10.72896,3,1,849.3
4103_5334,4103,5334,2874.6,0.28657,12.51712,4,1,710.6
4103_9139,4103,9139,3758.8,0.11224,12.51712,4,1,710.6
4104_4100,4104,4100,4202,0.14851,10.013696,4,2,1350.9
4104_4105,4104,4105,2360.5,0.14789,10.013696,4,2,1350.9
4105_3992,4105,3992,24720.80078,0.15038,14.30528,2,4,3302.2
4105_4104,4105,4104,4446.5,0.14789,10.013696,4,2,1350.9
4105_4109,4105,4109,8165.7,0.14665,12.51712,4,2,1350.9
4105_9723,4105,9723,22181.90039,0.23177,14.30528,2,4,3302.2
4106_5846,4106,5846,6419.2,0.05414,12.51712,4,2,1350.9
4106_5847,4106,5847,6351.7,0.06758,12.51712,4,2,1350.9
4107_4108,4107,4108,5773.1,0.32873,15.19936,4,1,748
4107_4173,4107,4173,3831.2,0.26657,12.51712,4,1,710.6
4107_9725,4107,9725,4030.7,0.16531,10.72896,3,1,849.3
4107_9870,4107,9870,4785.1,0.14354,12.51712,3,1,894
4108_4107,4108,4107,5417.9,0.32873,15.19936,4,1,748
4108_4110,4108,4110,6130.4,0.23303,15.19936,4,1,748
4109_4105,4109,4105,9167.2,0.14665,12.51712,4,2,1350.9
4109_4110,4109,4110,8167.6,0.15969,12.51712,4,2,1350.9
4110_4002,4110,4002,3922.3,0.14975,12.51712,4,2,1350.9
4110_4108,4110,4108,5752.3,0.23303,15.19936,4,1,748
4110_4109,4110,4109,9176.6,0.15969,12.51712,4,2,1350.9
4110_9722,4110,9722,7054.1,0.13052,15.19936,4,1,748
4111_5053,4111,5053,5962.5,0.26223,13.4112,3,2,1630.2
4111_7813,4111,7813,3940.7,0.24386,12.51712,4,1,710.6
4111_10815,4111,10815,10345,0.12549,13.4112,3,2,1630.2
4111_10935,4111,10935,5579.4,0.25844,12.51712,4,1,710.6
4112_3774,4112,3774,8487.5,0.0752,14.30528,2,1,919.6
4112_3780,4112,3780,8000,0.07921,14.30528,2,1,919.6
4113_4019,4113,4019,2390.6,0.14666,15.19936,4,1,748
4113_4021,4113,4021,4584.1,0.15349,12.51712,3,1,894
4113_4176,4113,4176,2971.8,0.25934,12.51712,4,1,710.6
4113_9870,4113,9870,4843.5,0.15722,12.51712,3,1,894
4114_5856,4114,5856,151.5,0.20809,10.28192,5,1,498.75
4114_7859,4114,7859,26.7,0.35063,10.28192,5,1,498.75
4115_4119,4115,4119,6922.3,0.14603,12.51712,4,1,710.6
4115_9721,4115,9721,1888.4,0.19636,12.51712,4,1,710.6
4115_9722,4115,9722,7746.3,0.1715,15.19936,4,1,748
4116_4143,4116,4143,9666,0.37655,12.51712,4,2,1350.9
4116_11554,4116,11554,6653.8,0.3444,12.51712,4,2,1350.9
4117_4021,4117,4021,4576.2,0.14665,12.51712,3,1,894
4117_4118,4117,4118,6214.6,0.16497,12.51712,3,2,1716
4117_4121,4117,4121,5027.1,0.15287,12.51712,3,1,894
4117_4311,4117,4311,7020,0.25,13.4112,3,1,849.3
4118_4117,4118,4117,4565,0.16497,12.51712,3,2,1716
4118_9720,4118,9720,6570.9,0.27496,10.72896,3,2,1630.2
4119_4115,4119,4115,7134.3,0.14603,12.51712,4,1,710.6
4119_4120,4119,4120,6461.2,0.15099,12.51712,4,1,710.6
4120_4012,4120,4012,8953.1,0.14789,12.51712,3,2,1716
4120_4119,4120,4119,6655.1,0.15099,12.51712,4,1,710.6
4120_9719,4120,9719,4305.2,0.19956,15.19936,4,1,748
4120_9720,4120,9720,5108,0.1244,10.72896,3,2,1630.2
4121_4117,4121,4117,5551.9,0.15287,12.51712,3,1,894
4121_4122,4121,4122,4871.7,0.15721,12.51712,3,1,894
4122_4027,4122,4027,3257.2,0.14976,12.51712,3,1,894
4122_4121,4122,4121,5387.4,0.15721,12.51712,3,1,894
4122_4367,4122,4367,9361.2,0.16098,15.19936,4,1,748
4122_9869,4122,9869,7230.6,0.25415,12.51712,4,1,710.6
4123_4125,4123,4125,9424,0.1098,12.51712,4,1,710.6
4123_4367,4123,4367,8431,0.30945,15.19936,4,1,748
4124_3424,4124,3424,17451.30078,0.48845,15.6464,3,2,1716
4124_3427,4124,3427,506.1,0.34362,15.19936,4,2,1422
4124_3752,4124,3752,18708.80078,0.34432,15.6464,3,2,1716
4125_4123,4125,4123,8436.1,0.1098,12.51712,4,1,710.6
4125_4131,4125,4131,12401.9,0.08016,12.51712,4,1,710.6
4125_9719,4125,9719,5477.9,0.17026,15.19936,4,1,748
4126_7314,4126,7314,7689.9,0.0814,12.51712,4,2,1350.9
4126_9807,4126,9807,7101.1,0.06339,12.51712,4,2,1350.9
4127_4128,4127,4128,5706.8,0.30448,15.19936,4,1,748
4127_4186,4127,4186,4924.8,0.27754,15.19936,4,1,748
4127_9716,4127,9716,2480.4,0.14666,12.51712,3,1,894
4127_9717,4127,9717,2158.2,0.17896,10.72896,3,1,849.3
4128_4127,4128,4127,5149.7,0.30448,15.19936,4,1,748
4128_4132,4128,4132,5377.6,0.25725,15.19936,4,1,748
4130_4009,4130,4009,6419.2,0.16193,12.51712,4,2,1350.9
4130_5846,4130,5846,6351.7,0.16361,12.51712,4,2,1350.9
4131_4015,4131,4015,11683.1,0.06711,12.51712,4,1,710.6
4131_4125,4131,4125,12583.5,0.08016,12.51712,4,1,710.6
4131_9718,4131,9718,2052.6,0.06777,12.51712,4,1,710.6
4132_4028,4132,4028,998.7,0.17434,12.51712,4,1,710.6
4132_4128,4132,4128,4908.3,0.25725,15.19936,4,1,748
4132_4137,4132,4137,6129,0.0201,15.19936,4,1,748
4134_4135,4134,4135,5974.3,0.24779,15.19936,4,1,748
4134_4188,4134,4188,6321.9,0.35795,15.19936,4,1,748
4134_9716,4134,9716,2367.4,0.15597,12.51712,3,1,894
4134_9866,4134,9866,4130.7,0.11312,12.51712,3,1,894
4135_4134,4135,4134,5046.4,0.24779,15.19936,4,1,748
4135_9085,4135,9085,6179.8,0.02046,15.19936,4,1,748
4136_4022,4136,4022,25995.59961,0.27303,16.98752,2,3,2670
4136_9085,4136,9085,23398.19922,0.0935,16.98752,2,3,2670
4137_4018,4137,4018,6129,0.04569,15.19936,4,1,748
4137_4132,4137,4132,5427.3,0.0201,15.19936,4,1,748
4138_4483,4138,4483,9573,0.07618,13.4112,3,2,1630.2
4138_4570,4138,4570,10131.8,0.11809,10.28192,41,2,1800
4138_11683,4138,11683,16555.4,0.10444,13.4112,3,2,1630.2
4139_4043,4139,4043,4596.5,0.11744,15.19936,4,1,748
4139_4194,4139,4194,17267.40039,0.21156,16.98752,2,3,2670
4139_9085,4139,9085,20610.5,0.30948,16.98752,2,3,2670
4139_9866,4139,9866,5052.8,0.06897,12.51712,3,1,894
4140_4215,4140,4215,1894.1,0.16593,15.19936,4,1,748
4140_9084,4140,9084,3710.5,0.20056,15.19936,4,1,748
