n,x,y
30362,424168.39137,4460650.80833
30363,424041.6345,4460531.36436
30364,424847.84804,4458257.70512
30365,424938.08136,4457385.44968
30366,422620.75016,4462940.80054
30367,411742.60328,4464435.60578
30368,407491.88136,4457079.75877
30369,407394.25606,4458995.29588
30370,408844.89374,4458156.0795
30371,414216.09723,4463341.09987
30372,413882.14414,4463066.87823
30374,412858.85093,4466025.0795
30375,413140.47722,4465226.48805
30376,413557.4213,4466307.50412
30377,414074.79896,4466476.80365
30378,415906.24219,4464818.00493
30379,414588.07688,4463761.20206
30380,410480.52993,4468457.953
30381,420123.6964,4469192.47731
30382,421007.85418,4471354.29982
30383,420131.35619,4465956.15413
30384,419224.6903,4466170.99048
30385,422287.654,4464971.00085
30387,421456.24858,4467149.03487
30388,421623.64167,4467951.67032
30389,423827.12288,4460265.66247
30390,425875.41745,4457271.48901
30391,425150.86307,4469462.61469
30392,425984.27704,4469447.46171
30393,425559.20434,4469238.71361
30394,427930.08706,4473552.82925
30395,429578.74723,4468922.16202
30396,432323.57351,4468052.51147
30397,436230.24222,4463840.66556
30398,435494.93333,4463555.6117
30399,442101.21059,4446102.63518
30400,440599.16936,4445913.18628
30401,440363.43324,4439403.99377
30402,434809.3445,4435058.27086
30403,436900.91589,4437044.38487
30404,433638.79684,4429884.15063
30405,432837.24614,4430870.58273
30406,433603.78132,4431167.36867
30407,430676.71185,4425910.95865
30408,432147.46448,4426034.45696
30409,432208.0662,4428103.60123
30410,431685.10193,4427749.6122
30411,432523.20043,4427741.94695
30412,434468.58024,4427353.16987
30413,433674.79599,4426506.98405
30414,434070.40407,4426956.71772
30415,434124.00983,4426124.13684
30416,434475.92378,4426502.67428
30417,431763.95686,4425304.79413
30418,434464.23467,4428152.48253
30419,434456.85658,4428965.91695
30420,435571.7583,4434254.76103
30421,435288.29677,4433990.51488
30422,434458.36418,4429867.59841
30423,435522.51638,4428145.02441
30424,435133.44968,4426936.60849
30425,433668.70026,4424108.68234
30426,439365.87668,4440364.37794
30428,446223.39956,4437883.24098
30429,445010.40592,4435375.27154
30430,443401.02092,4432429.32438
30431,443810.64054,4431828.80832
30432,443816.03999,4431004.83213
30433,442362.45949,4431800.53844
30434,441548.24172,4431809.42119
30435,440396.68569,4433798.51056
30436,443532.40082,4446511.15757
30437,440164.11578,4444804.86361
30438,440480.64982,4445111.62845
30439,440967.90855,4444808.80377
30440,441306.76076,4445189.38007
30441,427216.51454,4468949.64235
30442,428695.75671,4468789.61813
30443,428722.15627,4470523.79319
30444,431181.14897,4426565.71886
30445,440010.46791,4458606.73438
30446,439956.29984,4458696.57411
30447,439853.24839,4458725.6399
30448,439809.6497,4458771.88093
30449,439713.20411,4459054.61183
30450,439669.60542,4459062.53887
30451,439592.97742,4459038.75776
30452,439400.08625,4459032.1519
30453,439271.93252,4459131.23983
30454,439780.5839,4458935.70631
30455,439976.32243,4458552.24379
30456,438912.30442,4458692.97529
30457,439246.58725,4465281.03205
30458,439614.87744,4465513.47079
30459,440485.72264,4465513.66849
30460,436271.41433,4467474.183
30461,436298.51147,4467531.76444
30462,436270.70771,4467446.26727
30463,436260.64337,4467197.51231
30464,447030.7611,4444593.86355
30465,446945.62222,4444764.1413
30466,446807.27155,4444907.81315
30467,446793.84921,4445153.13277
30468,446834.71761,4445912.11733
30469,446980.67618,4446279.93293
30470,447167.50315,4447038.91749
30471,447234.21614,4447849.4212
30472,447226.52143,4447886.35581
30473,447229.59931,4447995.62072
30474,447212.67095,4448080.26254
30475,447194.20364,4448284.94187
30476,447121.87335,4448489.62119
30477,447124.10624,4448606.98656
30478,447356.0897,4448561.65646
30479,447041.48554,4446453.05535
30480,446969.79763,4447839.88146
30481,447103.00828,4447889.83546
30482,445664.33328,4447650.05629
30483,445527.37837,4447114.1695
30484,445535.95873,4446886.79008
30485,445505.92748,4446809.56688
30486,445381.51233,4446667.99102
30487,445676.20948,4448900.29898
30488,445830.86512,4448836.30354
30489,445668.46857,4448534.17839
30490,446279.52173,4448275.32039
30491,446094.63031,4448112.80344
30492,445893.36043,4447313.75368
30493,444493.932,4447313.0889799995
30494,444549.8332,4447823.45061
30495,444433.8771,4447055.25656
30496,444087.66256,4446686.41362
30497,444234.74717,4446917.22331
30498,444432.1032,4446487.8633
30499,446791.30801,4445024.87911
30500,447890.10372,4444766.8067
30501,447169.02267,4445002.06928
30502,448651.12654,4447491.60116
30503,448134.68231,4447491.60116
30504,448236.40617,4447432.91431
30505,448447.67881,4447440.73922
30506,448504.40943,4447487.6887
30507,448370.95314,4447437.96865
30508,447033.07269,4447869.85386
30509,446273.79139,4449344.59836
30510,446380.30436,4449505.5513
30511,446389.77218000003,4449789.58588
30512,446287.99312,4449983.67619
30513,446062.84858,4448828.30411
30514,448763.91019,4445161.03961
30515,448846.15655,4445133.04085
30516,449056.14727,4445112.04178
30517,449988.85603,4444502.12538
30518,449886.3215,4444604.65991
30519,449869.23241,4444683.26972
30520,450239.2417,4445040.52211
30521,451161.02904,4445873.53506
30522,450665.44824,4446291.01013
30523,450740.81592,4446195.80885
30524,446830.36672,4445831.31513
30525,445523.42381,4454005.12604
30526,445506.24292,4453632.57837
30527,445542.91024,4453611.80023
30528,445886.36077,4453602.02228
30529,445952.43539,4453552.32064
30530,445290.59811,4454198.56293
30531,445139.30689,4454198.99164
30532,444998.52323,4454099.96271
30533,445002.75266,4454528.6862
30534,445146.84328,4454642.54802
30535,444556.87354,4453674.37446
30536,442711.98867,4455135.97026
30537,442621.78551,4455086.26029
30538,441644.07157,4455486.40411
30539,444162.1479,4460624.83723
30540,446293.36419,4457436.20771
30541,446199.65754,4457613.58101
30542,446072.48423,4457737.40766
30543,446069.13756,4458118.92759
30544,446012.24424000003,4458229.36757
30545,445978.77758,4458376.62088
30546,445844.91094,4458664.43416
30547,445801.40428,4458855.19413
30548,445777.97761,4459096.15409
30549,445901.80426,4459360.54071
30550,445617.33764,4459541.26068
30551,445523.63099,4459487.71402
30552,445714.39096,4459655.04733
30553,445727.77762,4459768.83398
30554,442276.72792,4456967.7263
30555,449888.70353,4438299.21247
30556,449890.71032,4439138.37539
30557,449169.70481,4439130.70512
30558,442916.02121,4441214.51325
30559,442771.87078,4440791.0416
30560,442910.04938,4440919.85216
30562,443007.77216,4436278.19157
30563,447294.03927,4447091.88454
30564,445989.88478,4449659.43593
30565,446666.23994,4449659.43593
30566,442894.95342,4453033.92507
30567,442922.49445,4453071.6128
30568,443447.22361,4453032.47554
30569,424224.36743,4477802.4239
30570,423965.05706,4478063.6806
30571,423758.85045,4477963.76785
30575,420366.5758,4471570.57811
30576,425777.32964,4458672.16643
30577,418103.60535,4470939.73984
30580,437529.3931,4463012.5956
30581,425119.40015,4475205.57996
30583,442894.48002,4452491.32989
30584,442899.62996,4452497.12357
30585,442888.0426,4452488.11118
30586,442882.24891,4452484.24872
30589,443453.90299,4451819.61638
30590,443446.81645,4451813.13594
30591,443441.42233,4451807.57326
30592,443435.69108,4451803.19054
30593,425520.57927,4474771.36537
30594,425529.1753,4474789.9901
30595,425342.17498,4474936.14015
30596,425326.64234,4474936.14015
30597,424854.17862,4475501.09023
30598,424845.55834,4475495.158
30602,431397.49039,4469507.69255
30603,431392.54575,4469496.15504
30604,431389.36476,4469488.33389
30605,431386.13598,4469481.29974
30606,429208.64753,4468973.48971
30607,430165.11972,4468730.21272
30611,432416.296,4467080.21779
30612,432405.66177,4467061.60789
30613,430546.79193,4468043.11798
30614,430554.84211,4468058.54023
30616,426727.60036,4457574.84772
30617,426603.4643,4457738.55438
30618,426574.92783,4457730.65056
30620,426617.42673,4457683.57926
30621,426329.86252,4456248.31337
30622,426532.77428,4457726.58023
30623,426700.11666,4457570.56967
30624,426722.91382,4457357.73819
30625,426565.89625,4457119.96873
30626,426404.39247,4456761.07142
30627,426694.96006,4457364.49684
30628,426539.38375,4457143.31606
30629,426385.68185,4456774.05663
30630,426301.43478,4456249.36625
30631,426391.4395,4455949.343
30632,426257.7732,4454612.68006
30633,425995.58162,4454160.27106
30634,426000.25925,4453626.52156
30635,424801.70585,4452191.42459
30636,424079.75644,4451763.12677
30637,419149.44566,4447090.64269
30638,418574.22821,4446275.88274
30639,424060.60885,4451822.84085
30640,422864.56087,4448420.49947
30641,430862.17611,4444561.36028
30642,424790.81891,4452216.16765
30643,422920.53792,4450006.74504
30644,422640.69614,4449095.46539
30645,422319.8191,4448635.57032
30646,422875.84743,4450008.5651
30647,422598.39938,4449109.82313
30648,422310.35434,4448682.89413
30649,426040.87285,4453617.98862
30650,426030.18118,4454163.26398
30651,426281.95183,4454614.30858
30652,426414.8264,4455951.79598
30653,421863.21321,4448903.28757
30654,417701.82665,4450467.00507
30655,415883.81428,4451525.31815
30656,414871.5211,4452897.68877
30657,414837.55153,4452873.91007
30658,415863.43254,4451494.74554
30659,417680.80452,4450421.30713
30660,421697.09261,4448914.25211
30661,418701.69069,4442952.18156
30662,418674.60641,4442557.95471
30663,418768.81162,4442656.48936
30664,418720.25364,4443047.59787
30665,418748.60612,4442247.62523
30666,418734.19677,4442153.24586
30667,418602.28292,4446243.18524
30668,419129.51214,4447115.31586
30672,430026.54283,4468479.40059
30673,429629.08927,4469170.55478
30674,429344.72072,4469419.09616
30675,429063.73522,4469521.66908
30676,429060.64943,4469502.12573
30677,430018.56184,4468468.2272
30678,429616.31968,4469159.38139
30679,429331.8029,4469403.59478
30680,436036.22593,4464256.71174
30681,435794.80559,4464422.06778
30684,435633.60486,4465046.50239
30685,435468.71979,4464765.13486
30686,434424.70375,4466558.52384
30688,430908.00365,4444590.52326
30689,422898.53044,4448451.07208
30690,432695.2778,4442744.92315
30691,438190.36033,4442778.44009
30692,441709.3615,4442641.54987
30693,442548.12768,4442354.77377
30694,443811.8879,4442373.63448
30695,432720.27464,4442786.58455
30696,438179.3418,4442794.9679
30697,441717.98634,4442663.11198
30698,442558.90874,4442369.86725
30699,443778.29858,4442401.86096
30700,437387.84361,4442776.60367
30701,437771.65595,4442727.02026
30702,437773.49238,4443182.45309
30705,429015.94667,4471805.34224
30708,429443.11724,4470840.12305
30712,428539.03222,4472157.8979
30715,427328.56278,4473173.83324
30716,426529.58371,4473921.71933
30717,426687.03455,4473768.96428
30721,426665.53658,4473681.04032
30722,427253.54075,4473161.47553
30723,427747.97272,4472729.0111
30724,427500.87917,4472925.75197
30730,428207.69017,4472340.39241
30735,428975.57314,4471769.57482
30737,429059.07261,4471585.28701
30739,425775.4517,4474591.7599
30744,429360.53789,4470819.63005
30746,430185.26264,4470216.56795
30753,430657.52514,4469742.69088
30754,430947.87147,4469621.28428
30756,431346.63335,4469479.26803
30758,431122.9725,4469636.06154
30761,431455.8837,4469504.37447
30763,431796.80961,4469313.41338
30764,432073.54398,4469100.66456
30765,431842.4021,4469353.75515
30766,431563.35639,4469462.36659
30770,427924.49083,4472675.12852
30771,428305.54809,4472320.64582
30772,427854.17365,4472712.13298
30775,432012.13919,4469207.05194
30789,433053.24256,4468252.73663
30790,432998.07257,4468375.68688
30791,433549.18492,4467901.47573
30792,433640.86488,4467755.78278
30800,434471.46228,4467110.41
30803,435217.04542,4466478.2784
30804,435173.36208,4466443.57481
30805,435635.52698,4466131.85654
30806,436051.24771,4465699.2086
30807,436443.81489,4465364.42068
30808,436308.47578,4465551.43299
30810,435549.96762,4466202.66429
30811,435610.26404,4466075.61572
30812,435399.56554,4466219.90577
30813,435443.41778,4466317.0918
30814,433877.02396,4467492.07504
30815,434123.07684,4467492.97305
30830,438161.51898,4463786.1447
30831,438266.1263,4463483.56579
30832,438341.14517,4463495.82446
30833,438232.87771,4463808.40309
30834,438289.17103,4461886.82033
30839,438288.3921,4459844.8597
30847,438255.52128,4462633.33367
30852,438346.50099,4463357.10413
30857,438354.47595,4459873.09356
30861,438317.16463,4459432.4993
30864,438459.34031,4459155.14122
30866,438488.50306,4459232.67356
30868,438385.17818,4459465.81206
30873,439142.15316,4458216.42076
30874,438826.1421,4458559.81988
30882,439758.03444,4457284.77234
30883,439693.38035,4457257.65317
30884,440126.38091,4456832.76503
30886,440748.57436,4456010.2506
30887,440796.40309,4456041.38095
30888,440825.37177,4455797.24506
30889,440886.21945,4455800.47215
30890,440838.68924,4455289.70149
30891,440888.25982,4455305.9784
30893,439536.17212,4457588.02683
30894,439383.55303,4457810.52711
30895,439340.77017,4457780.54838
30896,439586.89646,4457404.98916
30897,442316.98139,4453131.88321
30898,442162.75897,4453428.14765
30899,442422.00085,4452992.43397
30901,442615.15206,4452745.03289
30902,442857.21576,4452494.24117
30903,442885.69096,4452528.63329
30904,442647.54602,4452776.38189
30905,442923.78116,4452422.49846
30906,442967.78828,4452377.38191
30908,443424.40396,4451791.15834
30909,443581.1132,4451572.83798
30910,443625.85768,4451597.97935
30911,443479.42369,4451801.2592
30913,444276.91511,4450402.88485
30914,444806.1809,4449531.54593
30916,444899.62746,4449212.21096
30917,444931.97758,4448460.49043
30920,444852.59776,4449561.65162
30922,444116.93151,4450779.77115
30924,442957.43367,4452450.60385
30925,443209.70402,4452193.97417
30926,443207.69682,4452089.33983
30931,443868.84845,4451078.15473
30937,444984.49819,4448450.11077
30942,444954.19235,4445484.40417
30944,444887.90475,4445478.97076
30949,444874.77895,4444367.15487
30950,444939.38274,4444380.4
30951,444934.51067,4443605.79426
30952,444872.58033,4443687.92188
30953,444917.97636,4442639.1718
30956,444839.09758,4442733.82356
30958,444928.77086,4443301.72037
30959,444879.69846,4442508.39581
30963,434401.29241,4467105.07099
30964,435006.80998,4466662.84484
30965,434967.94137,4466625.59576
30967,429144.87181,4471559.08409
30969,437424.11907,4464525.98549
30971,437989.44642,4464024.84888
30975,438067.74432,4464117.71917
30976,438050.41166,4464068.81632
30977,437522.94232,4464515.00513
30979,438352.58742,4462125.25818
30980,438286.44899,4462094.02614
30981,438345.7354,4463138.11116
30982,438275.96035,4463229.46866
30983,438354.39232,4461402.99902
30984,438357.34532,4460595.64098
30985,438295.62629,4460566.80725
30986,438296.16114,4461397.70528
30990,439048.80132,4458245.24741
30991,438748.06161,4458552.03076
30992,438689.37427,4458926.49707
30993,440876.81288,4455068.64427
30994,440934.10105,4455092.91892
30996,440899.55771,4455243.94931
30999,441929.76518,4453742.34898
31001,441773.14828,4453955.38675
31003,443164.15622,4452166.96128
31004,443194.11065,4452194.32705
31005,444932.92877,4448977.86931
31006,444996.80688,4449012.30048
31007,444961.05176,4449200.6431
31009,444961.74987,4446225.28099
31010,444894.1087,4446130.56426
31011,444892.17991,4445555.02099
31022,444802.81588,4442506.51783
31033,445071.87755,4448710.13035
31034,445058.99309,4448970.9979
31035,444815.57143,4448974.00118
31036,444831.30339,4448706.34178
31050,437822.40691,4464315.81387
31053,434857.81365,4466827.22667
31054,434776.02761,4466749.48945
31055,434630.92047,4467002.45786
31056,434569.57381,4466933.15885
31081,423086.37809,4477612.32123
31082,423019.23258,4477554.8553
31083,444871.79168,4444076.89644
31084,444950.66261,4445036.79847
31086,444960.88528,4445870.41576
31089,444080.84166,4450754.25577
31090,444085.6808,4450759.09491
31100,433253.06645,4468157.79118
31101,433600.65833,4467789.2935
31102,436638.61188,4466504.15232
31103,438353.76386,4461327.13859
31104,438293.27668,4460876.14849
31105,427926.58507,4472849.22989
31107,430496.18928,4469953.00741
31110,437406.20783,4442798.64074
31111,440909.40711,4442956.35671
31112,440896.46984,4442934.7946
31113,441287.63475,4443250.13345
31114,441275.96303,4442732.11074
31115,444534.53776,4441988.22361
31118,422567.60368,4448740.24301
31119,421659.90458,4448351.36052
31120,422338.45678,4448863.81437
31121,422383.48152,4448490.97916
31122,421950.94657,4448683.85607
31124,421695.40224,4448326.00504
31125,422266.18594,4448489.47538
31126,422237.68013,4448856.61604
31127,421953.34601,4448603.4747
31128,422582.00035,4448652.6633
31129,444509.67425,4442355.90699
